payment_id,customer_id,amount,payment_date
3931,1082,499,2023-05-23
3932,1083,499,2023-08-18
3933,1083,499,2024-04-24
3934,1083,499,2023-11-03
3935,1083,499,2024-03-20
3936,1083,499,2023-07-20
3937,1083,499,2023-11-15
3938,1083,499,2022-06-08
3939,1083,499,2021-09-29
3940,1083,499,2021-07-11
3941,1083,499,2024-06-06
3942,1083,499,2023-06-05
3943,1083,499,2024-06-27
3944,1084,999,2023-09-06
3945,1084,999,2023-12-14
3946,1084,999,2022-08-05
3947,1084,999,2021-08-26
3948,1084,999,2021-04-02
3949,1084,999,2024-07-13
3950,1084,999,2022-08-27
3951,1084,999,2023-02-05
3952,1084,999,2023-05-27
3953,1084,999,2022-08-16
3954,1084,999,2023-11-19
3955,1085,699,2024-06-07
3956,1085,699,2023-12-24
3957,1085,699,2023-04-12
3958,1085,699,2024-12-11
3959,1085,699,2021-02-06
3960,1085,699,2023-07-26
3961,1085,699,2022-11-17
3962,1085,699,2023-07-22
3963,1085,699,2021-09-08
3964,1086,699,2021-11-16
3965,1086,699,2022-03-29
3966,1086,699,2023-04-02
3967,1086,699,2022-04-27
3968,1086,699,2021-06-23
3969,1086,699,2023-05-29
3970,1086,699,2023-11-25
3971,1086,699,2021-12-24
3972,1086,699,2021-04-16
3973,1086,699,2023-03-17
3974,1087,999,2023-03-15
3975,1087,999,2024-01-12
3976,1087,999,2025-01-12
3977,1087,999,2023-12-29
3978,1087,999,2023-05-05
3979,1087,999,2025-01-14
3980,1087,999,2021-05-26
3981,1087,999,2024-01-08
3982,1087,999,2024-07-04
3983,1087,999,2022-04-17
3984,1087,999,2025-01-24
3985,1087,999,2024-04-13
3986,1087,999,2024-02-07
3987,1087,999,2021-02-07
3988,1087,999,2022-07-22
3989,1088,499,2022-12-27
3990,1088,499,2024-01-22
3991,1088,499,2021-11-07
3992,1088,499,2024-02-01
3993,1088,499,2023-02-12
3994,1088,499,2024-01-28
3995,1088,499,2023-09-18
3996,1088,499,2024-04-18
3997,1088,499,2022-10-27
3998,1088,499,2022-07-01
3999,1088,499,2024-01-24
4000,1088,499,2022-11-28
4001,1088,499,2022-09-03
4002,1088,499,2021-05-10
4003,1089,699,2021-03-03
4004,1089,699,2022-02-01
4005,1089,699,2023-11-29
4006,1089,699,2022-02-21
4007,1089,699,2022-01-31
4008,1089,699,2024-02-11
4009,1089,699,2022-01-30
4010,1089,699,2022-10-09
4011,1089,699,2022-05-03
4012,1089,699,2023-10-24
4013,1089,699,2023-09-23
4014,1089,699,2022-10-22
4015,1090,499,2024-12-30
4016,1090,499,2024-07-17
4017,1090,499,2021-12-09
4018,1090,499,2024-05-27
4019,1090,499,2024-02-08
4020,1090,499,2022-06-13
4021,1090,499,2024-05-07
4022,1090,499,2021-02-16
4023,1090,499,2024-02-17
4024,1090,499,2022-01-22
4025,1090,499,2023-12-20
4026,1090,499,2021-10-27
4027,1090,499,2024-01-23
4028,1090,499,2022-02-10
4029,1090,499,2024-10-07
4030,1091,699,2024-01-30
4031,1091,699,2024-03-22
4032,1091,699,2021-11-28
4033,1091,699,2021-08-30
4034,1091,699,2021-04-28
4035,1091,699,2023-01-06
4036,1091,699,2021-11-23
4037,1091,699,2024-04-08
4038,1091,699,2022-11-26
4039,1091,699,2023-05-02
4040,1091,699,2022-12-08
4041,1091,699,2021-03-03
4042,1091,699,2025-01-14
4043,1091,699,2021-09-09
4044,1092,999,2024-06-05
4045,1092,999,2023-02-04
4046,1092,999,2024-05-02
4047,1092,999,2021-09-12
4048,1092,999,2024-02-20
4049,1092,999,2021-08-20
4050,1092,999,2023-10-26
4051,1092,999,2022-06-11
4052,1092,999,2021-01-21
4053,1092,999,2021-01-01
4054,1092,999,2024-05-05
4055,1092,999,2023-06-03
4056,1093,699,2025-01-09
4057,1093,699,2023-05-05
4058,1093,699,2022-09-06
4059,1093,699,2021-01-30
4060,1093,699,2024-04-23
4061,1093,699,2021-02-04
4062,1093,699,2024-03-16
4063,1093,699,2024-02-21
4064,1093,699,2024-12-16
4065,1093,699,2021-02-15
4066,1093,699,2022-09-23
4067,1094,999,2024-07-12
4068,1094,999,2023-02-10
4069,1094,999,2024-06-13
4070,1094,999,2023-02-23
4071,1094,999,2023-11-28
4072,1094,999,2021-03-14
4073,1094,999,2021-04-21
4074,1094,999,2022-05-06
4075,1095,999,2023-10-27
4076,1095,999,2023-10-13
4077,1095,999,2022-09-05
4078,1095,999,2021-07-14
4079,1095,999,2022-08-11
4080,1095,999,2023-10-16
4081,1095,999,2024-03-12
4082,1095,999,2024-05-25
4083,1095,999,2023-03-04
4084,1095,999,2023-11-15
4085,1096,699,2023-11-13
4086,1096,699,2022-01-02
4087,1096,699,2021-09-05
4088,1096,699,2021-07-25
4089,1096,699,2022-05-31
4090,1096,699,2023-03-01
4091,1096,699,2021-03-30
4092,1096,699,2022-09-20
4093,1096,699,2022-07-11
4094,1096,699,2023-06-01
4095,1096,699,2022-12-18
4096,1097,699,2021-05-28
4097,1097,699,2022-09-02
4098,1097,699,2023-01-24
4099,1097,699,2025-02-04
4100,1097,699,2024-09-21
4101,1097,699,2021-10-22
4102,1097,699,2021-06-01
4103,1097,699,2022-07-16
4104,1097,699,2021-02-19
4105,1097,699,2023-09-03
4106,1097,699,2023-08-27
4107,1097,699,2023-02-26
4108,1097,699,2021-01-29
4109,1097,699,2024-06-22
4110,1098,999,2024-06-04
4111,1098,999,2023-02-07
4112,1098,999,2021-03-11
4113,1098,999,2024-10-23
4114,1098,999,2022-01-13
4115,1098,999,2022-04-12
4116,1098,999,2021-10-18
4117,1098,999,2021-07-22
4118,1098,999,2023-11-07
4119,1098,999,2025-01-27
4120,1099,999,2021-07-27
4121,1099,999,2024-04-09
4122,1099,999,2021-06-28
4123,1099,999,2023-10-01
4124,1099,999,2023-10-02
4125,1099,999,2021-04-07
4126,1099,999,2023-01-20
4127,1099,999,2023-10-26
4128,1099,999,2021-01-07
4129,1099,999,2023-10-24
4130,1099,999,2022-03-31
4131,1099,999,2022-02-02
4132,1099,999,2021-05-23
4133,1100,999,2025-01-21
4134,1100,999,2021-04-25
4135,1100,999,2021-06-20
4136,1100,999,2023-05-13
4137,1100,999,2023-04-19
4138,1100,999,2024-03-14
4139,1100,999,2023-02-12
4140,1100,999,2021-06-04
4141,1100,999,2024-02-16
4142,1100,999,2024-11-13
4143,1100,999,2024-07-29
4144,1100,999,2021-02-24
4145,1100,999,2022-08-30
4146,1100,999,2023-09-20
4147,1101,499,2023-03-09
4148,1101,499,2024-06-25
4149,1101,499,2024-02-27
4150,1101,499,2022-10-25
4151,1101,499,2022-05-14
4152,1101,499,2024-07-03
4153,1101,499,2024-03-09
4154,1101,499,2023-01-03
4155,1101,499,2023-06-14
4156,1101,499,2023-06-11
4157,1101,499,2023-08-18
4158,1101,499,2021-12-09
4159,1101,499,2023-04-21
4160,1102,699,2022-10-08
4161,1102,699,2022-03-29
4162,1102,699,2023-10-31
4163,1102,699,2022-06-14
4164,1102,699,2024-04-02
4165,1102,699,2024-10-11
4166,1102,699,2023-11-13
4167,1102,699,2022-05-23
4168,1102,699,2024-03-24
4169,1102,699,2021-09-01
4170,1102,699,2025-01-29
4171,1102,699,2023-02-03
4172,1103,499,2023-09-17
4173,1103,499,2023-01-26
4174,1103,499,2024-03-31
4175,1103,499,2024-03-28
4176,1103,499,2022-10-30
4177,1103,499,2022-12-01
4178,1103,499,2022-07-10
4179,1103,499,2021-03-01
4180,1104,999,2023-05-27
4181,1104,999,2021-05-09
4182,1104,999,2024-07-21
4183,1104,999,2023-01-19
4184,1104,999,2022-08-26
4185,1104,999,2023-06-01
4186,1104,999,2021-06-16
4187,1104,999,2021-05-01
4188,1104,999,2022-11-13
4189,1104,999,2023-08-27
4190,1104,999,2021-06-08
4191,1105,999,2023-11-06
4192,1105,999,2022-01-19
4193,1105,999,2024-11-11
4194,1105,999,2022-05-08
4195,1105,999,2024-07-16
4196,1105,999,2022-04-01
4197,1105,999,2022-08-19
4198,1105,999,2023-05-27
4199,1105,999,2023-05-01
4200,1105,999,2023-07-24
4201,1105,999,2022-05-21
4202,1105,999,2024-09-27
4203,1105,999,2022-11-02
4204,1105,999,2022-07-03
4205,1106,999,2022-05-09
4206,1106,999,2021-12-30
4207,1106,999,2021-01-25
4208,1106,999,2024-10-01
4209,1106,999,2022-05-25
4210,1106,999,2023-05-20
4211,1106,999,2024-05-20
4212,1106,999,2023-03-01
4213,1106,999,2023-10-02
4214,1106,999,2022-10-16
4215,1106,999,2021-09-13
4216,1106,999,2023-07-13
4217,1106,999,2023-01-09
4218,1106,999,2021-02-25
4219,1107,699,2023-07-21
4220,1107,699,2024-06-19
4221,1107,699,2023-02-05
4222,1107,699,2021-07-14
4223,1107,699,2021-02-06
4224,1107,699,2024-09-13
4225,1107,699,2021-01-10
4226,1107,699,2021-12-23
4227,1107,699,2024-12-14
4228,1107,699,2024-11-10
4229,1107,699,2021-11-23
4230,1107,699,2022-06-30
4231,1108,499,2024-10-17
4232,1108,499,2024-10-16
4233,1108,499,2021-07-01
4234,1108,499,2023-06-22
4235,1108,499,2024-07-06
4236,1108,499,2024-03-01
4237,1108,499,2022-03-11
4238,1108,499,2024-05-02
4239,1108,499,2023-11-24
4240,1108,499,2023-04-24
4241,1108,499,2023-09-09
4242,1109,699,2024-01-12
4243,1109,699,2024-06-07
4244,1109,699,2022-11-30
4245,1109,699,2023-01-16
4246,1109,699,2024-11-07
4247,1109,699,2024-08-16
4248,1109,699,2023-10-16
4249,1109,699,2025-01-29
4250,1109,699,2021-12-03
4251,1109,699,2022-07-07
4252,1109,699,2023-01-23
4253,1109,699,2021-09-28
4254,1109,699,2023-11-23
4255,1109,699,2022-01-26
4256,1109,699,2023-03-12
4257,1110,999,2024-09-24
4258,1110,999,2023-08-29
4259,1110,999,2024-07-16
4260,1110,999,2023-10-03
4261,1110,999,2025-02-03
4262,1110,999,2022-07-17
4263,1110,999,2021-06-07
4264,1110,999,2021-07-13
4265,1110,999,2023-12-04
4266,1110,999,2023-12-15
4267,1110,999,2022-05-23
4268,1110,999,2024-05-19
4269,1111,999,2024-02-29
4270,1111,999,2023-05-05
4271,1111,999,2022-10-05
4272,1111,999,2024-11-09
4273,1111,999,2023-02-28
4274,1111,999,2023-08-17
4275,1111,999,2023-09-23
4276,1111,999,2024-08-11
4277,1112,499,2024-03-11
4278,1112,499,2024-06-06
4279,1112,499,2024-12-01
4280,1112,499,2024-04-27
4281,1112,499,2024-07-08
4282,1112,499,2021-10-04
4283,1112,499,2021-03-05
4284,1112,499,2022-12-04
4285,1112,499,2021-09-30
4286,1113,499,2023-08-18
4287,1113,499,2022-10-06
4288,1113,499,2024-04-07
4289,1113,499,2023-04-26
4290,1113,499,2023-06-13
4291,1113,499,2025-02-02
4292,1113,499,2022-08-14
4293,1113,499,2024-10-30
4294,1113,499,2022-01-08
4295,1113,499,2023-10-18
4296,1113,499,2023-10-05
4297,1113,499,2022-07-25
4298,1113,499,2024-04-07
4299,1114,999,2024-12-21
4300,1114,999,2022-09-20
4301,1114,999,2021-08-30
4302,1114,999,2023-09-14
4303,1114,999,2024-12-04
4304,1114,999,2024-11-09
4305,1114,999,2022-02-13
4306,1114,999,2021-02-11
4307,1114,999,2022-09-15
4308,1114,999,2022-08-19
4309,1115,499,2021-06-01
4310,1115,499,2023-01-15
4311,1115,499,2021-05-16
4312,1115,499,2022-12-31
4313,1115,499,2021-07-09
4314,1115,499,2022-10-01
4315,1115,499,2022-12-08
4316,1115,499,2021-09-30
4317,1115,499,2023-07-25
4318,1115,499,2023-09-24
4319,1116,699,2021-11-20
4320,1116,699,2023-03-29
4321,1116,699,2024-11-29
4322,1116,699,2024-03-19
4323,1116,699,2023-04-29
4324,1116,699,2022-05-25
4325,1116,699,2024-07-24
4326,1116,699,2021-11-30
4327,1116,699,2023-06-01
4328,1117,699,2022-08-01
4329,1117,699,2024-04-23
4330,1117,699,2022-08-01
4331,1117,699,2024-11-30
4332,1117,699,2024-03-08
4333,1117,699,2023-09-24
4334,1117,699,2024-04-10
4335,1117,699,2024-09-27
4336,1117,699,2024-02-15
4337,1117,699,2021-07-15
4338,1117,699,2022-05-29
4339,1117,699,2021-07-24
4340,1117,699,2021-06-19
4341,1117,699,2025-01-31
4342,1118,699,2021-03-05
4343,1118,699,2021-02-13
4344,1118,699,2024-05-30
4345,1118,699,2024-05-02
4346,1118,699,2024-10-28
4347,1118,699,2024-06-02
4348,1118,699,2024-04-07
4349,1118,699,2024-01-20
4350,1118,699,2024-11-09
4351,1118,699,2022-12-11
4352,1118,699,2021-01-06
4353,1119,499,2024-07-24
4354,1119,499,2022-04-03
4355,1119,499,2021-08-29
4356,1119,499,2021-06-18
4357,1119,499,2022-11-21
4358,1119,499,2022-10-20
4359,1119,499,2022-09-21
4360,1119,499,2023-10-31
4361,1119,499,2024-09-30
4362,1119,499,2022-04-13
4363,1119,499,2022-03-18
4364,1119,499,2025-01-05
4365,1120,699,2023-05-21
4366,1120,699,2025-02-08
4367,1120,699,2024-04-14
4368,1120,699,2023-04-07
4369,1120,699,2023-10-28
4370,1120,699,2021-10-17
4371,1120,699,2024-12-29
4372,1120,699,2023-02-22
4373,1120,699,2022-11-21
4374,1120,699,2021-05-31
4375,1120,699,2023-04-11
4376,1120,699,2021-05-02
4377,1121,999,2024-04-26
4378,1121,999,2023-08-29
4379,1121,999,2023-12-23
4380,1121,999,2023-05-06
4381,1121,999,2023-01-03
4382,1121,999,2021-05-13
4383,1121,999,2022-07-06
4384,1121,999,2022-07-25
4385,1121,999,2021-05-23
4386,1121,999,2021-03-05
4387,1121,999,2023-02-05
4388,1122,699,2021-08-22
4389,1122,699,2025-01-29
4390,1122,699,2024-02-28
4391,1122,699,2022-05-03
4392,1122,699,2021-10-17
4393,1122,699,2022-04-07
4394,1122,699,2025-01-26
4395,1122,699,2021-06-17
4396,1122,699,2021-01-21
4397,1122,699,2024-03-27
4398,1122,699,2021-03-01
4399,1122,699,2023-04-02
4400,1122,699,2021-12-16
4401,1122,699,2024-03-15
4402,1122,699,2024-02-12
4403,1123,499,2023-10-25
4404,1123,499,2024-10-08
4405,1123,499,2021-07-17
4406,1123,499,2021-05-09
4407,1123,499,2022-09-10
4408,1123,499,2024-05-21
4409,1123,499,2022-07-31
4410,1123,499,2024-10-11
4411,1124,999,2022-07-10
4412,1124,999,2024-08-17
4413,1124,999,2021-07-06
4414,1124,999,2021-03-16
4415,1124,999,2023-02-27
4416,1124,999,2021-06-24
4417,1124,999,2024-12-24
4418,1124,999,2023-11-24
4419,1124,999,2022-08-25
4420,1124,999,2022-08-29
4421,1125,499,2024-02-26
4422,1125,499,2024-07-30
4423,1125,499,2021-03-15
4424,1125,499,2023-06-12
4425,1125,499,2021-11-14
4426,1125,499,2022-05-16
4427,1125,499,2021-08-17
4428,1125,499,2021-06-29
4429,1125,499,2023-11-25
4430,1125,499,2023-11-22
4431,1125,499,2025-01-03
4432,1126,699,2024-10-07
4433,1126,699,2024-01-28
4434,1126,699,2021-11-14
4435,1126,699,2023-03-11
4436,1126,699,2023-08-25
4437,1126,699,2022-01-10
4438,1126,699,2022-06-16
4439,1126,699,2024-05-19
4440,1126,699,2024-08-25
4441,1126,699,2023-12-29
4442,1127,499,2022-08-19
4443,1127,499,2022-05-02
4444,1127,499,2023-01-11
4445,1127,499,2022-08-13
4446,1127,499,2021-12-13
4447,1127,499,2022-11-25
4448,1127,499,2022-07-07
4449,1127,499,2025-01-08
4450,1128,499,2021-04-21
4451,1128,499,2022-05-03
4452,1128,499,2024-07-14
4453,1128,499,2021-12-20
4454,1128,499,2023-11-15
4455,1128,499,2023-04-01
4456,1128,499,2025-01-04
4457,1128,499,2021-08-01
4458,1128,499,2023-05-05
4459,1128,499,2024-03-31
4460,1128,499,2023-02-09
4461,1128,499,2022-09-10
4462,1128,499,2023-02-11
4463,1128,499,2021-04-17
4464,1129,499,2023-08-31
4465,1129,499,2022-01-23
4466,1129,499,2024-07-19
4467,1129,499,2022-09-14
4468,1129,499,2021-12-08
4469,1129,499,2022-11-21
4470,1129,499,2023-09-26
4471,1129,499,2021-09-19
4472,1129,499,2021-05-01
4473,1129,499,2022-10-18
4474,1129,499,2023-10-12
4475,1130,999,2021-11-06
4476,1130,999,2024-06-23
4477,1130,999,2023-05-25
4478,1130,999,2025-01-11
4479,1130,999,2023-11-29
4480,1130,999,2023-01-21
4481,1130,999,2024-07-05
4482,1130,999,2022-02-17
4483,1131,999,2022-09-28
4484,1131,999,2021-07-08
4485,1131,999,2023-05-04
4486,1131,999,2022-01-16
4487,1131,999,2025-01-10
4488,1131,999,2022-11-08
4489,1131,999,2023-07-03
4490,1131,999,2023-04-03
4491,1131,999,2021-08-18
4492,1131,999,2021-11-08
4493,1131,999,2023-01-09
4494,1131,999,2021-03-02
4495,1132,999,2022-10-29
4496,1132,999,2023-12-12
4497,1132,999,2022-12-19
4498,1132,999,2022-07-04
4499,1132,999,2021-12-11
4500,1132,999,2022-06-27
4501,1132,999,2022-08-25
4502,1132,999,2022-03-30
4503,1132,999,2023-04-21
4504,1132,999,2022-11-28
4505,1132,999,2021-03-04
4506,1132,999,2022-10-09
4507,1132,999,2022-02-27
4508,1132,999,2024-01-16
4509,1133,499,2024-10-06
4510,1133,499,2023-08-06
4511,1133,499,2025-01-10
4512,1133,499,2024-02-24
4513,1133,499,2021-11-19
4514,1133,499,2021-08-05
4515,1133,499,2021-08-30
4516,1133,499,2021-07-11
4517,1133,499,2023-05-23
4518,1133,499,2021-04-08
4519,1134,999,2022-06-06
4520,1134,999,2022-02-16
4521,1134,999,2024-06-05
4522,1134,999,2021-05-23
4523,1134,999,2023-08-18
4524,1134,999,2023-01-08
4525,1134,999,2024-10-22
4526,1134,999,2023-10-06
4527,1134,999,2021-06-19
4528,1135,499,2022-09-20
4529,1135,499,2022-10-12
4530,1135,499,2021-04-20
4531,1135,499,2021-05-12
4532,1135,499,2022-09-30
4533,1135,499,2024-09-04
4534,1135,499,2022-05-29
4535,1135,499,2022-12-12
4536,1135,499,2023-07-04
4537,1135,499,2022-01-16
4538,1135,499,2021-09-27
4539,1136,999,2024-01-26
4540,1136,999,2022-11-04
4541,1136,999,2024-07-18
4542,1136,999,2024-06-14
4543,1136,999,2021-12-21
4544,1136,999,2023-11-26
4545,1136,999,2022-01-22
4546,1136,999,2025-01-10
4547,1137,999,2021-03-28
4548,1137,999,2022-08-02
4549,1137,999,2021-11-28
4550,1137,999,2021-04-21
4551,1137,999,2023-06-23
4552,1137,999,2021-10-08
4553,1137,999,2023-03-28
4554,1137,999,2022-12-16
4555,1137,999,2024-03-10
4556,1137,999,2023-12-23
4557,1137,999,2023-11-13
4558,1137,999,2021-11-05
4559,1137,999,2023-10-26
4560,1137,999,2023-12-26
4561,1137,999,2021-11-13
4562,1138,999,2021-11-20
4563,1138,999,2021-04-07
4564,1138,999,2021-09-25
4565,1138,999,2021-02-07
4566,1138,999,2024-05-31
4567,1138,999,2021-01-13
4568,1138,999,2023-10-07
4569,1138,999,2022-06-08
4570,1138,999,2023-07-02
4571,1138,999,2021-07-12
4572,1138,999,2022-01-24
4573,1139,499,2023-05-11
4574,1139,499,2021-09-15
4575,1139,499,2022-09-27
4576,1139,499,2022-03-22
4577,1139,499,2023-04-01
4578,1139,499,2024-04-24
4579,1139,499,2023-07-31
4580,1139,499,2024-02-18
4581,1139,499,2021-06-18
4582,1139,499,2021-01-12
4583,1139,499,2021-08-28
4584,1140,699,2022-10-29
4585,1140,699,2022-07-23
4586,1140,699,2021-10-15
4587,1140,699,2022-03-17
4588,1140,699,2023-12-17
4589,1140,699,2021-06-04
4590,1140,699,2022-12-09
4591,1140,699,2024-11-28
4592,1140,699,2021-12-24
4593,1140,699,2022-03-24
4594,1140,699,2021-07-20
4595,1140,699,2022-03-13
4596,1141,499,2022-06-12
4597,1141,499,2024-03-17
4598,1141,499,2022-06-30
4599,1141,499,2025-01-01
4600,1141,499,2022-10-26
4601,1141,499,2022-10-13
4602,1141,499,2024-04-27
4603,1141,499,2023-11-04
4604,1141,499,2023-06-29
4605,1142,999,2021-11-03
4606,1142,999,2021-12-19
4607,1142,999,2023-06-29
4608,1142,999,2021-06-04
4609,1142,999,2023-04-12
4610,1142,999,2025-01-12
4611,1142,999,2023-03-24
4612,1142,999,2022-01-21
4613,1142,999,2023-12-03
4614,1142,999,2023-09-28
4615,1142,999,2025-01-16
4616,1142,999,2023-01-08
4617,1142,999,2023-06-18
4618,1143,499,2023-09-12
4619,1143,499,2021-03-11
4620,1143,499,2022-10-29
4621,1143,499,2022-01-04
4622,1143,499,2021-09-01
4623,1143,499,2023-02-18
4624,1143,499,2023-06-01
4625,1143,499,2021-08-13
4626,1143,499,2024-11-13
4627,1143,499,2021-04-22
4628,1143,499,2021-09-10
4629,1143,499,2022-01-21
4630,1144,999,2024-02-25
4631,1144,999,2022-05-06
4632,1144,999,2022-02-11
4633,1144,999,2022-12-12
4634,1144,999,2022-10-10
4635,1144,999,2023-07-15
4636,1144,999,2022-09-11
4637,1144,999,2021-12-08
4638,1144,999,2022-01-21
4639,1144,999,2022-03-30
4640,1145,699,2022-12-18
4641,1145,699,2022-06-30
4642,1145,699,2023-07-10
4643,1145,699,2022-05-07
4644,1145,699,2023-04-18
4645,1145,699,2022-10-09
4646,1145,699,2024-02-03
4647,1145,699,2024-08-13
4648,1145,699,2022-01-23
4649,1145,699,2021-09-09
4650,1145,699,2024-08-22
4651,1145,699,2024-01-10
4652,1146,999,2021-03-13
4653,1146,999,2022-11-07
4654,1146,999,2021-06-19
4655,1146,999,2022-07-08
4656,1146,999,2024-01-16
4657,1146,999,2023-12-15
4658,1146,999,2023-06-23
4659,1146,999,2023-02-07
4660,1146,999,2024-12-23
4661,1146,999,2023-08-27
4662,1146,999,2021-01-14
4663,1147,499,2021-04-04
4664,1147,499,2021-04-20
4665,1147,499,2021-10-20
4666,1147,499,2021-10-23
4667,1147,499,2023-04-05
4668,1147,499,2022-04-06
4669,1147,499,2021-07-19
4670,1147,499,2024-03-10
4671,1147,499,2023-01-18
4672,1147,499,2022-06-23
4673,1147,499,2022-05-08
4674,1147,499,2023-07-11
4675,1147,499,2023-04-21
4676,1147,499,2022-05-22
4677,1148,499,2023-07-13
4678,1148,499,2023-09-20
4679,1148,499,2024-06-22
4680,1148,499,2022-09-26
4681,1148,499,2023-09-24
4682,1148,499,2022-05-27
4683,1148,499,2024-12-27
4684,1148,499,2023-06-28
4685,1148,499,2021-04-20
4686,1148,499,2022-10-21
4687,1148,499,2022-08-04
4688,1148,499,2024-09-25
4689,1148,499,2022-03-15
4690,1149,999,2023-02-12
4691,1149,999,2024-08-14
4692,1149,999,2024-11-20
4693,1149,999,2022-09-11
4694,1149,999,2023-01-11
4695,1149,999,2022-01-13
4696,1149,999,2025-01-05
4697,1149,999,2022-06-12
4698,1149,999,2023-04-19
4699,1149,999,2021-01-28
4700,1149,999,2022-08-23
4701,1149,999,2024-09-22
4702,1149,999,2022-04-23
4703,1149,999,2022-01-25
4704,1149,999,2022-07-05
4705,1150,999,2022-12-27
4706,1150,999,2023-05-31
4707,1150,999,2024-07-10
4708,1150,999,2022-09-24
4709,1150,999,2023-02-17
4710,1150,999,2022-08-10
4711,1150,999,2024-01-16
4712,1150,999,2023-03-20
4713,1151,499,2024-05-13
4714,1151,499,2024-10-04
4715,1151,499,2023-03-13
4716,1151,499,2024-11-15
4717,1151,499,2024-03-01
4718,1151,499,2024-11-28
4719,1151,499,2023-09-19
4720,1151,499,2021-04-06
4721,1151,499,2021-01-04
4722,1152,699,2024-10-11
4723,1152,699,2024-08-11
4724,1152,699,2024-05-30
4725,1152,699,2021-03-23
4726,1152,699,2023-11-09
4727,1152,699,2022-11-17
4728,1152,699,2022-11-24
4729,1152,699,2022-06-12
4730,1152,699,2024-10-20
4731,1152,699,2022-11-21
4732,1152,699,2023-09-29
4733,1152,699,2024-07-16
4734,1152,699,2021-12-18
4735,1152,699,2021-09-17
4736,1153,499,2022-04-12
4737,1153,499,2024-04-14
4738,1153,499,2022-04-12
4739,1153,499,2021-12-06
4740,1153,499,2024-01-14
4741,1153,499,2021-06-07
4742,1153,499,2022-02-22
4743,1153,499,2023-05-13
4744,1153,499,2021-01-10
4745,1153,499,2021-06-09
4746,1153,499,2024-01-11
4747,1154,999,2021-11-17
4748,1154,999,2023-09-13
4749,1154,999,2022-11-09
4750,1154,999,2022-06-16
4751,1154,999,2022-12-22
4752,1154,999,2022-02-22
4753,1154,999,2024-02-23
4754,1154,999,2024-05-31
4755,1154,999,2021-10-23
4756,1154,999,2024-09-07
4757,1154,999,2023-08-04
4758,1154,999,2023-08-14
4759,1154,999,2024-01-22
4760,1154,999,2024-02-25
4761,1154,999,2023-05-09
4762,1155,699,2023-03-23
4763,1155,699,2024-04-26
4764,1155,699,2021-09-17
4765,1155,699,2021-09-17
4766,1155,699,2022-11-19
4767,1155,699,2024-06-28
4768,1155,699,2024-02-29
4769,1155,699,2024-08-11
4770,1155,699,2021-02-12
4771,1155,699,2023-10-14
4772,1155,699,2022-08-22
4773,1155,699,2021-05-15
4774,1156,999,2022-06-11
4775,1156,999,2024-11-28
4776,1156,999,2024-01-28
4777,1156,999,2024-01-06
4778,1156,999,2023-03-12
4779,1156,999,2024-06-23
4780,1156,999,2024-09-08
4781,1156,999,2021-10-21
4782,1156,999,2023-11-20
4783,1156,999,2022-10-18
4784,1157,999,2023-05-28
4785,1157,999,2021-06-10
4786,1157,999,2022-09-21
4787,1157,999,2021-08-21
4788,1157,999,2024-02-14
4789,1157,999,2023-06-04
4790,1157,999,2023-11-28
4791,1157,999,2025-02-09
4792,1157,999,2022-07-09
4793,1157,999,2023-04-09
4794,1157,999,2021-06-23
4795,1157,999,2023-04-21
4796,1157,999,2022-12-19
4797,1158,699,2022-04-10
4798,1158,699,2021-08-05
4799,1158,699,2022-01-30
4800,1158,699,2023-08-10
4801,1158,699,2023-10-14
4802,1158,699,2021-04-21
4803,1158,699,2021-11-29
4804,1158,699,2022-04-23
4805,1159,999,2023-01-17
4806,1159,999,2023-03-22
4807,1159,999,2024-11-02
4808,1159,999,2021-02-11
4809,1159,999,2024-05-30
4810,1159,999,2024-03-04
4811,1159,999,2022-08-18
4812,1159,999,2022-01-17
4813,1159,999,2022-01-13
4814,1159,999,2021-06-08
4815,1159,999,2022-01-30
4816,1159,999,2023-06-25
4817,1159,999,2024-08-05
4818,1159,999,2023-02-01
4819,1160,699,2022-10-21
4820,1160,699,2023-04-05
4821,1160,699,2023-03-15
4822,1160,699,2022-05-27
4823,1160,699,2022-01-06
4824,1160,699,2022-10-18
4825,1160,699,2022-04-17
4826,1160,699,2024-03-14
4827,1160,699,2024-03-04
4828,1160,699,2021-01-14
4829,1160,699,2022-02-28
4830,1160,699,2023-09-04
4831,1161,999,2023-09-12
4832,1161,999,2024-05-13
4833,1161,999,2023-11-18
4834,1161,999,2022-11-20
4835,1161,999,2024-07-12
4836,1161,999,2024-01-28
4837,1161,999,2021-09-03
4838,1161,999,2024-09-15
4839,1161,999,2023-07-12
4840,1162,999,2022-02-04
4841,1162,999,2021-07-13
4842,1162,999,2024-02-29
4843,1162,999,2024-08-24
4844,1162,999,2022-03-17
4845,1162,999,2022-03-06
4846,1162,999,2024-07-23
4847,1162,999,2021-07-19
4848,1162,999,2021-07-07
4849,1162,999,2024-03-05
4850,1162,999,2022-08-18
4851,1162,999,2022-12-22
4852,1162,999,2022-11-07
4853,1162,999,2023-09-11
4854,1163,999,2023-07-22
4855,1163,999,2023-04-16
4856,1163,999,2021-06-08
4857,1163,999,2024-07-10
4858,1163,999,2022-06-02
4859,1163,999,2023-05-30
4860,1163,999,2023-06-02
4861,1163,999,2021-08-29
4862,1163,999,2021-09-29
